"gender","ethnicity","birth","stark","star1","star2","star3","readk","read1","read2","read3","mathk","math1","math2","math3","lunchk","lunch1","lunch2","lunch3","schoolk","school1","school2","school3","degreek","degree1","degree2","degree3","ladderk","ladder1","ladder2","ladder3","experiencek","experience1","experience2","experience3","tethnicityk","tethnicity1","tethnicity2","tethnicity3","systemk","system1","system2","system3","schoolidk","schoolid1","schoolid2","schoolid3"
"male","cauc",1979 Q4,,"regular+aide","regular+aide",,,495,503,,,523,530,,,"free","free",,,"rural","rural",,,"master","master",,,"level1","level1",,,23,8,,,"cauc","cauc",,,"12","12",,,"34","34",
"female","asian",1980 Q4,"small","small","small","small",405,540,593,602,429,505,565,612,"non-free","non-free","non-free","non-free","urban","urban","urban","urban","master","bachelor","master","master","level1","level1","level1","level1",12,12,16,9,"cauc","cauc","cauc","cauc","2","2","2","2","2","2","2","2"
"female","cauc",1980 Q2,"regular+aide","regular+aide","regular+aide","regular+aide",428,527,593,604,449,526,535,618,"free",,"non-free","non-free","rural","rural","rural","rural","bachelor","bachelor","master","master","level1","level1","level1","level1",5,28,4,16,"cauc","cauc","cauc","cauc","31","31","31","31","64","64","64","64"
"male","afam",1980 Q2,,,,"regular+aide",,,,618,,,,618,,,,"free",,,,"rural",,,,"master",,,,"level1",,,,19,,,,"afam",,,,"38",,,,"74"
"female",,1980 Q1,,,"regular",,,,,,,,,,,,"non-free",,,,"suburban",,,,"bachelor",,,,"level1",,,,8,,,,"cauc",,,,"25",,,,"58",
"female","cauc",1980 Q3,"regular","regular",,,445,,,,449,,,,"non-free","non-free",,,"rural","rural",,,"master","master",,,"level1","level1",,,10,2,,,"cauc","cauc",,,"1","1",,,"1","1",,
"male","afam",1979 Q4,"small","small","small","small",419,492,545,552,463,542,577,594,"free","free","free","free","inner-city","inner-city","inner-city","inner-city","bachelor","bachelor","bachelor","bachelor","apprentice","notladder","probation","level1",1,26,4,29,"cauc","afam","cauc","afam","11","11","11","11","33","33","33","33"
"female","cauc",1979 Q1,,,"small","small",,,611,597,,,596,618,,,"free","free",,,"urban","urban",,,"master","bachelor",,,"level1","notladder",,,14,29,,,"cauc","cauc",,,"27","27",,,"60","60"
"male","cauc",1979 Q2,,"regular","small","small",,540,571,633,,567,611,629,,"non-free","non-free","non-free",,"rural","rural","rural",,"bachelor","bachelor","master",,"level1","probation","apprentice",,8,0,2,,"cauc","cauc","cauc",,"31","31","31",,"65","65","65"
"female","afam",1980 Q4,"regular",,,,447,,,,513,,,,"free",,,,"inner-city",,,,"master",,,,"level1",,,,7,,,,"cauc",,,,"11",,,,"28",,,
"male","cauc",1980 Q1,"regular+aide","regular+aide","regular+aide","regular+aide",427,503,560,610,500,542,603,636,"non-free","non-free","non-free","non-free","rural","rural","rural","rural","master","master","master","bachelor","level1","level2","level1","probation",13,12,6,16,"cauc","cauc","cauc","afam","42","42","42","42","80","80","80","80"
"female","cauc",1980 Q2,"regular+aide","regular+aide","regular+aide","regular+aide",411,477,549,575,468,484,568,565,"free","non-free",,"non-free","urban","urban","urban","urban",,"bachelor","bachelor","bachelor",,"notladder","level1","notladder",,0,12,31,,"cauc","cauc","cauc","20","20","20","20","48","48","48","48"
"male","cauc",1979 Q3,"small","small","small","small",,,,,,,,,"non-free","non-free","non-free","free","rural","rural","rural","rural","bachelor","bachelor","master","bachelor","level1","apprentice","level2","level1",27,2,28,36,"cauc","cauc","cauc","cauc","16","16","16","16","40","40","40","40"
"male","cauc",1980 Q1,"regular+aide","regular+aide","regular+aide","regular+aide",565,629,669,686,576,592,674,711,"non-free","non-free","non-free","non-free","rural","rural","rural","rural","master","bachelor","master","master","level1","notladder","level1","level1",8,23,21,36,"cauc","cauc","afam","cauc","38","38","38","38","74","74","74","74"
"male","afam",1980 Q1,,"small","small",,,,709,,,,596,,,"non-free","non-free",,,"inner-city","inner-city",,,"bachelor","master",,,"level1","level1",,,8,21,,,"cauc","afam",,,"11","11",,,"28","28",
"female","cauc",1980 Q3,"small","small",,,414,,,,434,430,,,"non-free","non-free",,,"rural","rural",,,"bachelor","bachelor",,,"level1","level1",,,2,3,,,"cauc","cauc",,,"37","37",,,"73","73",,
"female","afam",1979 Q4,"regular","regular","regular",,398,463,539,,463,484,540,,"free","free","free",,"urban","urban","urban",,"master","bachelor","master",,"level1","level1","level1",,6,5,8,,"cauc","cauc","cauc",,"2","2","2",,"2","2","2",
"female","cauc",1980 Q1,,,"regular",,,,560,,,,535,,,,"non-free",,,,"suburban",,,,"bachelor",,,,"notladder",,,,12,,,,"cauc",,,,"11",,,,"17",
"male","afam",1980 Q2,"small",,,,395,,,,429,,,,"free",,,,"inner-city",,,,"bachelor",,,,"probation",,,,9,,,,"afam",,,,"11",,,,"22",,,
"male","afam",1980 Q1,,,"regular","small",,,582,588,,,574,577,,,"free","free",,,"rural","rural",,,"bachelor","bachelor",,,"level1","probation",,,31,0,,,"cauc","cauc",,,"34","34",,,"68","68"
"male","cauc",1980 Q1,"regular+aide","regular+aide","regular+aide","regular+aide",425,651,637,647,506,553,626,655,"non-free","non-free","non-free","non-free","rural","rural","rural","rural","master","master","master","master","level1","level1","level1","level1",5,23,8,16,"cauc","cauc","cauc","cauc","12","12","12","12","34","34","34","34"
"male","cauc",1980 Q2,,,"regular","regular",,,,578,,,,603,,,"free","free",,,"rural","rural",,,"master","master",,,"level2","level3",,,13,17,,,"cauc","cauc",,,"23","23",,,"55","55"
"male","afam",1978 Q4,,,,"regular+aide",,,,577,,,,588,,,,"free",,,,"suburban",,,,,,,,,,,,,,,,,,,,"11",,,,"24"
"female","cauc",1980 Q1,"regular+aide","regular+aide","regular+aide","regular+aide",416,629,627,657,489,549,579,631,"non-free","free",,"non-free","rural","rural","rural","rural","bachelor","bachelor","bachelor","bachelor",,"level1","apprentice","apprentice",2,6,1,2,"cauc","cauc","cauc","cauc","36","36","36","36","71","71","71","71"
"male","afam",1979 Q3,,"regular+aide","regular","small",,445,588,560,,520,572,597,,"free","free","free",,"inner-city","inner-city","inner-city",,"bachelor","master","master",,"level1","probation","level2",,24,24,9,,"afam","afam","afam",,"11","11","11",,"27","27","27"
"female","cauc",1979 Q3,,"regular+aide",,,,536,,,,529,,,,"non-free",,,,"rural",,,,"master",,,,"apprentice",,,,8,,,,"cauc",,,,"4",,,,"5",,
"male","cauc",1980 Q1,,,,"regular+aide",,,,702,,,,700,,,,"free",,,,"suburban",,,,"master",,,,"level1",,,,19,,,,"afam",,,,"22",,,,"54"
"female","cauc",1980 Q1,"regular","regular","regular","regular",419,590,650,654,468,545,607,651,"non-free","non-free","free","non-free","rural","rural","rural","rural","master","bachelor","master","bachelor","level1","level1","level1","level1",11,16,11,19,"cauc","cauc","cauc","cauc","39","39","39","39","75","75","75","75"
"female","afam",1979 Q3,,"regular+aide","regular+aide",,,465,535,,,441,477,,,"free","free",,,"inner-city","inner-city",,,"master","bachelor",,,"notladder","notladder",,,27,,,,"afam","afam",,,"11","11",,,"19","19",
"female","cauc",1977 Q4,,,"regular",,,,593,,,,563,,,,"free",,,,"rural",,,,"master",,,,"level1",,,,10,,,,"cauc",,,,"6",,,,"8",
"male","afam",1980 Q1,"regular","regular+aide",,,410,472,,,439,493,,,"non-free","non-free",,,"inner-city","inner-city",,,"master","bachelor",,,"probation","level1",,,3,7,,,"afam","cauc",,,"22","22",,,"53","53",,
"male","cauc",1979 Q4,,,,"small",,,,647,,,,620,,,,"non-free",,,,"urban",,,,"bachelor",,,,"level1",,,,13,,,,"cauc",,,,"26",,,,"59"
"male","cauc",1980 Q1,"regular+aide",,,,422,,,,449,,,,"non-free",,,,"suburban",,,,"bachelor",,,,"level1",,,,17,,,,"cauc",,,,"18",,,,"43",,,
"male","afam",1980 Q1,"regular","regular","regular","regular",451,579,,629,559,572,,608,"non-free","non-free","non-free","non-free","suburban","suburban","suburban","suburban","bachelor","bachelor","bachelor","bachelor",,"level1","notladder","level1",4,4,4,7,"cauc","cauc","afam","afam","11","11","11","11","20","20","20","20"
"male","afam",1980 Q1,"small",,,,428,,,,520,,,,"free",,,,"inner-city",,,,"bachelor",,,,"apprentice",,,,2,,,,"afam",,,,"11",,,,"16",,,
"female","cauc",1980 Q3,"small","small","small","small",427,629,611,629,463,567,556,631,"non-free","non-free","non-free","non-free","suburban","suburban","suburban","suburban","bachelor","bachelor","bachelor","bachelor",,"level1","level1","level1",0,9,15,6,"cauc","cauc","cauc","cauc","4","4","4","4","4","4","4","4"
"male","afam",1980 Q1,,,"small","small",,,591,657,,,599,678,,,"non-free","non-free",,,"inner-city","inner-city",,,"bachelor","master",,,"probation","level1",,,1,14,,,"cauc","afam",,,"11","11",,,"31","31"
"male","cauc",1979 Q1,,"regular+aide","regular+aide","regular+aide",,519,509,538,,532,502,565,,"free","non-free","non-free",,"rural","rural","rural",,"master","master","master",,"level1","level1","level1",,15,8,16,,"cauc","cauc","cauc",,"12","12","12",,"34","34","34"
"male","cauc",1980 Q1,"regular","regular+aide","regular+aide","regular+aide",480,604,643,650,626,562,626,667,"non-free","non-free","non-free","non-free","suburban","suburban","suburban","suburban","bachelor","bachelor","master","bachelor","pending","level1","level1","level1",3,27,9,8,"cauc","cauc","cauc","cauc","25","25","25","25","58","58","58","58"
"female","cauc",1980 Q1,"regular+aide","regular","regular","regular",418,454,591,604,473,532,572,608,"non-free",,"non-free","non-free","rural","rural","rural","rural","bachelor","bachelor","bachelor","bachelor","level1","probation","level1","level1",8,0,9,8,"cauc","cauc","cauc","cauc","4","4","4","4","5","5","5","5"
"female","cauc",1980 Q3,"small","small","small","small",398,466,552,582,449,520,526,577,"free","free","free","free","urban","urban","urban","urban","bachelor","master","master","bachelor","level1","level1","level1","apprentice",11,19,12,2,"cauc","cauc","cauc","cauc","26","26","26","26","59","59","59","59"
"male","cauc",1980 Q3,"regular","regular+aide",,,436,497,,,520,535,,,"non-free","non-free",,,"suburban","suburban",,,"bachelor","bachelor",,,"level1","apprentice",,,12,3,,,"cauc","cauc",,,"18","18",,,"46","46",,
"male","cauc",1980 Q1,"regular+aide","regular+aide","regular+aide","regular+aide",456,524,650,620,506,538,626,651,"non-free","non-free","non-free","non-free","rural","rural","rural","rural","master","bachelor","bachelor","bachelor","level1","probation","level1","probation",13,0,16,1,"cauc","cauc","cauc","cauc","40","40","40","40","76","77","77","77"
"male","cauc",1980 Q2,,,"small",,,,,,,,,,,,"non-free",,,,"rural",,,,"master",,,,"level1",,,,4,,,,"cauc",,,,"5",,,,"7",
"female","cauc",1979 Q2,,"regular+aide","regular+aide","small",,590,650,675,,557,607,663,,"non-free","non-free","non-free",,"suburban","suburban","suburban",,"master","bachelor","bachelor",,"level1","level1","level1",,20,12,15,,"cauc","cauc","cauc",,"22","22","22",,"51","51","51"
"male","cauc",1980 Q2,"regular+aide","regular","regular",,437,519,,,489,532,,,"free","free","free",,"rural","rural","rural",,"bachelor","bachelor","bachelor",,"level1","level1","level1",,5,4,18,,"cauc","cauc","cauc",,"31","31","31",,"64","64","64",
"female","afam",1979 Q4,"regular+aide","regular","regular","regular",421,494,560,588,454,490,552,604,"free","free","free","free","inner-city","inner-city","inner-city","inner-city","bachelor","bachelor","bachelor","master","apprentice","level1","level1","level3",0,4,7,25,"cauc","cauc","afam","afam","11","11","11","11","32","32","32","32"
"female","cauc",1980 Q3,"regular","regular+aide","regular+aide","regular+aide",,472,569,599,,486,554,562,"non-free","non-free","non-free","non-free","rural","rural","rural","rural","bachelor","bachelor","master","master","probation","level1","level1","level3",0,10,27,19,"cauc","cauc","cauc","cauc","33","33","33","33","67","67","67","67"
"male","afam",1980 Q1,"small","small","small",,400,466,521,,444,488,,,"free","free","free",,"inner-city","inner-city","inner-city",,"bachelor","bachelor","bachelor",,"apprentice","apprentice","level1",,2,13,8,,"cauc","afam","afam",,"11","11","11",,"19","19","19",
"male","cauc",1980 Q2,,,"regular",,,,627,,,,599,,,,"non-free",,,,"suburban",,,,"bachelor",,,,"level1",,,,7,,,,"afam",,,,"11",,,,"25",
"male","cauc",1979 Q4,,,,"regular",,,,,,,,,,,,"free",,,,"suburban",,,,"master",,,,"level1",,,,19,,,,"cauc",,,,"18",,,,"43"
"female","afam",1979 Q3,,"regular","regular","regular",,503,560,557,,538,554,558,,"free","free","free",,"suburban","suburban","suburban",,"master","bachelor","master",,"level1","level1","notladder",,7,3,14,,"afam","afam","afam",,"18","18","18",,"44","44","44"
"male","cauc",1979 Q3,,"regular","regular","regular",,521,586,624,,535,596,639,,"free","free","free",,"rural","rural","rural",,"master","master","bachelor",,"level1","level1","level1",,9,10,22,,"cauc","cauc","cauc",,"6","6","6",,"8","8","8"
"female","afam",1978 Q4,,,,"regular",,,,549,,,,576,,,,"free",,,,"inner-city",,,,"bachelor",,,,"probation",,,,0,,,,"cauc",,,,"11",,,,"28"
"female","cauc",1980 Q2,"regular+aide","regular+aide","regular+aide","regular+aide",424,558,622,661,484,562,626,639,"non-free","non-free","non-free","non-free","rural","rural","rural","rural","master","specialist","bachelor","bachelor","level1","level1","level1","level1",11,18,33,7,"cauc","cauc","cauc","cauc","39","39","39","39","75","75","75","75"
"female","cauc",1978 Q3,,,,"regular",,,,,,,,,,,,"non-free",,,,"urban",,,,"master",,,,"level1",,,,7,,,,"cauc",,,,"26",,,,"59"
"female","cauc",1980 Q2,"regular","regular+aide","regular+aide",,518,590,,,602,592,,,"free","free","free",,"rural","rural","rural",,"master","master","bachelor",,"level3","level1","apprentice",,16,9,2,,"cauc","cauc","cauc",,"34","34","34",,"68","68","68",
"female","cauc",1980 Q2,"regular",,,,395,,,,418,,,,"free",,,,"rural",,,,"bachelor",,,,"level1",,,,6,,,,"cauc",,,,"36",,,,"71",,,
"male","cauc",1979 Q3,,"regular","small","regular+aide",,571,611,582,,592,611,622,,"free","non-free","non-free",,"urban","urban","urban",,"master","master","master",,"level1","level1","level1",,3,22,36,,"cauc","cauc","cauc",,"7","7","7",,"10","10","10"
"male","afam",1979 Q4,"regular+aide","regular",,,411,459,,,439,502,,,"free","free",,,"inner-city","inner-city",,,"bachelor","bachelor",,,"apprentice","level1",,,0,4,,,"cauc","cauc",,,"11","11",,,"32","32",,
"male","cauc",1980 Q1,,"regular+aide",,,,451,,,,507,,,,"non-free",,,,"suburban",,,,"master",,,,"level1",,,,29,,,,"cauc",,,,"28",,,,"61",,
"female","cauc",1980 Q2,,,,"regular+aide",,,,644,,,,626,,,,"free",,,,"suburban",,,,"bachelor",,,,"level3",,,,12,,,,"cauc",,,,"18",,,,"46"
"female","amindian",1980 Q3,"regular",,,,395,,,,412,,,,"free",,,,"rural",,,,"master",,,,"level1",,,,13,,,,"cauc",,,,"24",,,,"56",,,
"male","cauc",1980 Q3,"regular+aide","regular+aide","regular+aide","regular+aide",408,465,568,600,454,549,611,589,"free","free","free","free","rural","rural","rural","rural","master","master","bachelor","master","level1","apprentice","level1","level2",5,2,22,10,"cauc","cauc","cauc","cauc","15","15","15","15","39","39","39","39"
"male","afam",1980 Q1,,,"regular+aide",,,,575,,,,607,,,,"non-free",,,,"inner-city",,,,"master",,,,"level1",,,,13,,,,"cauc",,,,"11",,,,"26",
"male","cauc",1978 Q4,"regular","regular+aide","regular+aide","regular+aide",405,442,502,,484,502,565,,"free","free","free","free","rural","rural","rural","rural","bachelor","master","bachelor","master","level1","apprentice","level1","level2",4,2,22,10,"cauc","cauc","cauc","cauc","15","15","15","15","39","39","39","39"
"female","cauc",1980 Q1,,"regular+aide","regular+aide","regular+aide",,516,593,602,,545,584,588,,"non-free","non-free","non-free",,"suburban","suburban","suburban",,"bachelor","master","master",,"probation","level1","level1",,4,19,19,,"cauc","cauc","afam",,"22","22","22",,"54","54","54"
"male","cauc",1979 Q2,,"regular+aide",,,,454,,,,529,,,,"non-free",,,,"rural",,,,"bachelor",,,,"level1",,,,6,,,,"cauc",,,,"36",,,,"71",,
"male","afam",1979 Q3,,"regular",,,,450,,,,451,,,,"non-free",,,,"urban",,,,"bachelor",,,,"level1",,,,5,,,,"cauc",,,,"2",,,,"2",,
"male","afam",1979 Q3,,,,"regular+aide",,,,,,,,,,,,,,,,"suburban",,,,"master",,,,"level1",,,,22,,,,"afam",,,,"11",,,,"24"
"female","cauc",1980 Q3,"regular+aide",,,,456,,,,513,,,,"non-free",,,,"suburban",,,,"bachelor",,,,"level1",,,,18,,,,"cauc",,,,"22",,,,"52",,,
"male","cauc",1980 Q1,,,"small","small",,,,572,,,,550,,,"free","free",,,"suburban","suburban",,,"bachelor","bachelor",,,"level1","apprentice",,,12,3,,,"afam","cauc",,,"18","18",,,"44","44"
"female","afam",1980 Q1,"regular+aide","regular","regular+aide","regular+aide",398,428,511,564,454,484,526,554,"free","free","free","free","inner-city","inner-city","inner-city","inner-city","bachelor","bachelor","bachelor","bachelor","apprentice","probation","level1","level1",0,0,31,18,"cauc","cauc","afam","afam","11","11","11","11","32","32","33","33"
"female","cauc",1979 Q4,"regular","regular","regular","regular",455,571,622,670,520,545,582,639,"non-free","non-free","non-free","non-free","rural","rural","rural","rural","bachelor","bachelor","bachelor","bachelor","level1","probation","level1","level1",2,0,20,28,"cauc","cauc","cauc","cauc","40","40","40","40","76","77","77","77"
"male","cauc",1980 Q1,"small","small","small","small",411,482,557,593,506,538,626,629,"free","free","free","free","rural","rural","rural","rural","bachelor","master","bachelor",,"level1","level1","level1","level1",5,16,18,30,"cauc","cauc","cauc","cauc","41","41","41","38","79","79","79","74"
"male","cauc",1980 Q3,"regular+aide",,,,372,,,,418,,,,"non-free",,,,"rural",,,,"bachelor",,,,"level1",,,,7,,,,"cauc",,,,"24",,,,"56",,,
"female","cauc",1980 Q1,"regular+aide","regular+aide","regular+aide","regular+aide",427,564,560,604,506,502,520,570,"free","non-free","free","free","rural","rural","rural","rural","master","bachelor","bachelor","master","level1","level1","level1","level1",12,17,9,9,"cauc","cauc","cauc","cauc","21","21","21","21","50","50","50","50"
"female","afam",1980 Q1,,"regular",,,,438,,,,486,,,,"free",,,,"suburban",,,,"bachelor",,,,"level1",,,,5,,,,"afam",,,,"11",,,,"17",,
"female","afam",1979 Q1,,,"small","small",,,566,542,,,570,561,,,"non-free","non-free",,,"inner-city","inner-city",,,"master","master",,,"level1","level1",,,14,19,,,"cauc","afam",,,"11","11",,,"22","22"
"female","cauc",1980 Q2,"small","small",,,416,516,,,449,572,,,"non-free","non-free",,,"urban","urban",,,"bachelor","master",,,"probation","level1",,,1,15,,,"cauc","cauc",,,"13","13",,,"37","37",,
"male","cauc",1979 Q4,"regular","regular+aide","regular+aide","regular+aide",393,462,557,600,429,542,565,608,"non-free","non-free","non-free","non-free","rural","rural","rural","rural","bachelor","bachelor","master","master","apprentice","probation","level1","level1",3,2,29,11,"afam","cauc","cauc","cauc","24","24","24","24","56","56","56","56"
"female","cauc",1980 Q1,,"small","small","small",,651,618,665,,592,582,651,,"free","free","non-free",,"urban","urban","urban",,"bachelor","bachelor","master",,"level1","level1","level1",,18,12,19,,"cauc","cauc","cauc",,"6","6","6",,"9","9","9"
